semantic_cluster_id,representative_capability_id,capability_name,capability_kind,source_or_algorithm,source_exists_on_main,source_exists_locally,origin_classification,runtime_service,endpoint_or_contract,data_source,data_state,calculation_mode,recommended_feature,recommended_screen,recommended_components,recommended_roles,verification_status,verification_blockers,duplicate_candidate_count,duplicate_capability_ids,human_confirmation_required,full_power_preservation,verified_at
CLUSTER-7F849E4490C35BB1,CAP-4FF90CCC6DFE,Tdl V2 Policy Admin,API_ENDPOINT,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,false,true,LOCAL_ONLY,ndsp-governance-bridge.service,GET /POLICY,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-8DB24B3A307DBA1B,CAP-0622719B013B,Ndsp Public Quality Unique,API_ENDPOINT,backend/app/api/ndsp_public_quality_unique.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/NDSP/PUBLIC/DECISION-QUALITY,UNKNOWN,UNKNOWN,CALCULATED_REAL,Public platform presentation,LANDING,CapabilityProof|LiveMetric|PlatformTimeline,PUBLIC,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,1,CAP-1653A8452D19,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-8E2FC46606546F23,CAP-071618E88E83,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ME/ENTITLEMENTS,UNKNOWN,UNKNOWN,CALCULATED_REAL,Admin user management,ADMIN_USERS,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-8F243050068688C8,CAP-4FCAA631BA18,Ndsp Admin Actions Bypass Old Middleware,API_ENDPOINT,backend/ndsp_admin_actions_bypass_old_middleware.cjs,true,true,ON_MAIN,ndsp-admin-actions.service,POST /API/ADMIN-ACTIONS/USERS/ACTION,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Admin user management,ADMIN_USERS,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-3ACB19AAC8FC,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-8F684E41181B6FEE,CAP-47C952094550,Ndsp Admin Actions Authoritative,API_ENDPOINT,backend/ndsp_admin_actions_authoritative.cjs,true,true,ON_MAIN,ndsp-admin-actions.service,GET /API/ADMIN/USERS/ACTION/HEALTH,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-D0B77E088DEE,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-91FDD188B6AF925D,CAP-E6FFD507C6FA,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/2FA/SETUP/CONFIRM-SPEAKEASY,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-376A2E7311B7,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-93E3BBEA8F0A76F6,CAP-93DD0F3859D4,Tdl V2 Policy Admin,API_ENDPOINT,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,false,true,LOCAL_ONLY,ndsp-governance-bridge.service,POST /TIMING/DISABLE,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-955B64BDFA938A5B,CAP-5F34508D1D07,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/V1/TRIAL/REGISTER,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-95A680D94563A2A1,CAP-570806ECD8A4,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,true,true,ON_MAIN,ndsp-api-compat.service,GET /HEALTH,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,2,CAP-8E040D696446|CAP-EEDDE460DD9C,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-97466F763D9BD9E5,CAP-8A9DD9B6E7D5,Tdl V2 Policy Admin,API_ENDPOINT,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,false,true,LOCAL_ONLY,ndsp-governance-bridge.service,GET /AUTH-DEBUG,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-9770B51137F30B8E,CAP-945D34B96341,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/AUTH/REGISTER-TRIAL,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-979F2906008108BE,CAP-033B90B3A316,Nowpayments Create Alias,API_ENDPOINT,backend/app/api/compat/nowpayments_create_alias.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,1,CAP-628E213D3D54,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-9899BA6BB68DEBC5,CAP-3D9086A829ED,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,POST /API/ADMIN-UI/ACTION,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-43B04D28A46B,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-9BB860E906E5F008,CAP-24BDA2A0DD8B,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,GET /API/ADMIN-UI/USERS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Admin user management,ADMIN_USERS,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-C8F6891BC250,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-9D13ADEF1E509D68,CAP-7AF5F3CAE976,Ndsp Nowpayments,API_ENDPOINT,backend/ndsp_nowpayments.cjs,true,true,ON_MAIN,DISCOVERY_REQUIRED,POST /WEBHOOKS/NOWPAYMENTS,HTTP_API|JSON|POSTGRES,REAL_LIVE,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-9EC582F4151E97EC,CAP-3CFCB5B47F6B,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,true,true,ON_MAIN,ndsp-api-compat.service,GET /API/ACCOUNT/TRIAL,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-B800EB18EDBC,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-9F64828D6707F6B0,CAP-3D0167450973,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,true,true,ON_MAIN,ndsp-api-compat.service,GET /API/ALERTS/STATUS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-A1DBE2356637,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-A10391D6225F56E7,CAP-D8194AB79967,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /PAYMENTS/WEBHOOK,UNKNOWN,UNKNOWN,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-A4184781CB31473F,CAP-C8C94E7A8122,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /AUTH/LOGIN,UNKNOWN,UNKNOWN,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-A8307409A045A817,CAP-98156F574B28,Risk Warnings,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/scenario/scenario_engine.py::_risk_warnings,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UNKNOWN,DISCOVERY_REQUIRED,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|API_CONTRACT_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-A84405A7F2E6BD0A,CAP-8BFCC7DDCBE0,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /ADMIN/PAYMENTS/{PAYMENT_ID}/APPROVE,UNKNOWN,UNKNOWN,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-AB4D236F021BB367,CAP-3F9549B2B851,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/TRIAL/REQUEST,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-ABFFD4E1F0B0E15D,CAP-931E56E35D55,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /ME/CHANNELS/TELEGRAM/VERIFY,UNKNOWN,UNKNOWN,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-ADEC92F5352C095D,CAP-55015F233F5A,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /AUTH/MAGIC-LINK/VERIFY,UNKNOWN,UNKNOWN,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-AFBD9A0F516371DC,CAP-4ADB944E408B,Ndsp User Login Gateway,API_ENDPOINT,backend/auth_api/ndsp_user_login_gateway.cjs,false,true,LOCAL_ONLY,ndsp-user-login.service,POST /API/AUTH/SURVEY/RESPONSE,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-B3B8D85FAFE3D708,CAP-B81607E6BCDB,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ADMIN/HEALTH,UNKNOWN,UNKNOWN,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-B660C1DCD7F3C77B,CAP-E4B4728311F0,Decision Quality Public,API_ENDPOINT,backend/app/api/decision_quality_public.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/DECISION/QUALITY,UNKNOWN,UNKNOWN,CALCULATED_REAL,Public platform presentation,LANDING,CapabilityProof|LiveMetric|PlatformTimeline,PUBLIC,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-B8252076D7DF7FF9,CAP-E50EE9CF3FD6,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/TELEGRAM/LINK/VERIFY,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-B9068B4DD1E0C3BC,CAP-F402D935EFF7,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ADMIN/PAYMENTS,UNKNOWN,UNKNOWN,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-BC5304F5A464794E,CAP-9BE0DE3ADC89,Generate Report,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/scenario/scenario_engine.py::generate_report,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UNKNOWN,DISCOVERY_REQUIRED,"Reports, analytics, and evidence",REPORTS_AND_ANALYTICS,ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|API_CONTRACT_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-C303E36D3C1776CA,CAP-AA4ECF6DF3F8,Tdl V2 Policy Admin,API_ENDPOINT,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,false,true,LOCAL_ONLY,ndsp-governance-bridge.service,POST /POLICY,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-C427B922BB471395,CAP-EC53447FDEFA,Telegram Routing Internal,API_ENDPOINT,backend/app/api/internal/telegram_routing_internal.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /DEBUG-DB,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-C9D5E973D5F5F3E9,CAP-438A6D14BFBB,Auth Optional,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp_api_compat_gateway.cjs::authOptional,true,true,ON_MAIN,ndsp-api-compat.service,GET /API/ACCOUNT/TRIAL|GET /API/ALERTS/STATUS|GET /API/MARKETS|GET /API/PACKAGES|GET /API/PAYMENTS/STATUS|GET /HEALTH,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,3,CAP-7E1F66F717A1|CAP-A231BBA8D29D|CAP-DECAE45DE878,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-CAAF3729109106A9,CAP-10D53C6D7918,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ADMIN/TRIALS,UNKNOWN,UNKNOWN,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-CC1E47237D1C817F,CAP-D0B86CD5E331,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /AUTH/RESET,UNKNOWN,UNKNOWN,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-D7C6C05092448016,CAP-29DCBEF0D49C,Ndsp Nowpayments,API_ENDPOINT,backend/ndsp_nowpayments.cjs,true,true,ON_MAIN,DISCOVERY_REQUIRED,POST /CHECKOUT/CREATE,HTTP_API|JSON|POSTGRES,REAL_LIVE,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-DA5230BF722A7C44,CAP-9F3B6AAA223B,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /ADMIN/PAYMENTS/{PAYMENT_ID}/REJECT,UNKNOWN,UNKNOWN,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-DE2E5802B250D7BF,CAP-214521E6EBD1,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/LOGIN,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-496F09F3F4BB,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-E25552D956180A16,CAP-461745E841AB,Ndsp Trial Info,API_ENDPOINT,backend/ndsp_trial_info.cjs,true,true,ON_MAIN,DISCOVERY_REQUIRED,GET /TRIAL/INFO,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-E488ABB058037AED,CAP-862CD297F1FD,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /AUTH/FORGOT,UNKNOWN,UNKNOWN,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-E6F3B9DC23FA980C,CAP-6565FE804AF5,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/2FA/LOGIN/VERIFY,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-A810F8810A25,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-E851A39B70C0258B,CAP-2ED357832A3E,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,GET /API/AUTH/SESSION,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,2,CAP-3F820FC0AC86|CAP-E73BB362CCA6,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-E95A56A8E3519D6A,CAP-2D0CFB1BC505,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,GET /API/AUTH/2FA/STATUS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-3B516BFCFA39,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-EDC8A6285AD42668,CAP-15C56B60B4B0,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/LOGOUT,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-1AF6F47DC3CE,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-F3A2BBEC8AF03293,CAP-8BCDCDA9FCED,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ME/ALERT-PREFS,UNKNOWN,UNKNOWN,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
