capability_id,capability_name,semantic_cluster_id,gap_type,priority,recommended_screen,recommended_feature,source_or_algorithm,source_location,remediation_status,remediation_value,evidence_type,evidence_detail,confidence,human_confirmation_required,ui_complete
CAP-C95B03AE5FFB,Frontend Contract,CLUSTER-1C0006D0FCDB7718,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-11BF5E282765,Frontend Contract,CLUSTER-37970355FCCFFAB3,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-FA44BA71A8B0,Frontend Contract,CLUSTER-3B0A4645F1E78920,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-B167184CBF84,Frontend Contract,CLUSTER-3DB2CA2224CCB065,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-A57ECAABD0D2,Frontend Contract,CLUSTER-43E988AB222E55F2,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-2CC212BF4F8E,Frontend Contract,CLUSTER-56B06674577E8202,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-2B9AC68DB1D6,Assert No Decision Mutation,CLUSTER-4667012B1A9E34A8,OWNER_UNASSIGNED,P2_MEDIUM,DECISION_ROOM,Decision intelligence workspace,backend/app/support_layers/scenario/scenario_engine.py::assert_no_decision_mutation,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-6F83F74440AE,Frontend Contract,CLUSTER-566579A5139ED492,OWNER_UNASSIGNED,P2_MEDIUM,DECISION_ROOM,Decision intelligence workspace,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-3965B46743DE,Frontend Contract,CLUSTER-64C310B6EDCD42B4,OWNER_UNASSIGNED,P2_MEDIUM,DECISION_ROOM,Decision intelligence workspace,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-E4B4728311F0,Decision Quality Public,CLUSTER-B660C1DCD7F3C77B,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,LANDING,Public platform presentation,backend/app/api/decision_quality_public.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-1FBA01D3C252,Framework Adapter,CLUSTER-1331DA2B82D10D74,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,LANDING,Public platform presentation,backend/services/bot_execution/framework-adapter.cjs,LOCAL_ONLY_OR_MODIFIED,EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION,ndsp-bot_execution.service,SYSTEMD_RUNTIME_MATCH,RUNTIME_SOURCE_MATCH:{ path=/usr/bin/node ; argv[]=/usr/bin/node /home/nawaf511/empire-core-new/backend/services/bot_execution/main.cjs ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },HIGH,true,false
CAP-0622719B013B,Ndsp Public Quality Unique,CLUSTER-8DB24B3A307DBA1B,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,LANDING,Public platform presentation,backend/app/api/ndsp_public_quality_unique.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-7A9637DD3A75,Frontend Contract,CLUSTER-456F5C0D6EEA8305,OWNER_UNASSIGNED,P2_MEDIUM,MARKET_INTELLIGENCE,Market and economic intelligence,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-56C562461855,Framework Adapter,CLUSTER-325036ACDFEA1ED3,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,PLATFORM_OPERATIONS,Platform operations and service health,backend/services/bot_execution/framework-adapter.cjs,LOCAL_ONLY_OR_MODIFIED,EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION,ndsp-bot_execution.service,SYSTEMD_RUNTIME_MATCH,RUNTIME_SOURCE_MATCH:{ path=/usr/bin/node ; argv[]=/usr/bin/node /home/nawaf511/empire-core-new/backend/services/bot_execution/main.cjs ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },HIGH,true,false
CAP-5B18901D1F22,Frontend Contract,CLUSTER-73EFBFAE1A55AC95,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,PLATFORM_OPERATIONS,Platform operations and service health,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-B81607E6BCDB,Frontend Contract,CLUSTER-B3B8D85FAFE3D708,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,PLATFORM_OPERATIONS,Platform operations and service health,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-C26418100904,User Operational Compat,CLUSTER-52E920E2015C88E7,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,PLATFORM_OPERATIONS,Platform operations and service health,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-935E1E26D22F,Dqsrisk State,CLUSTER-075A9C033639FAC0,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,backend/app/support_layers/quality/decision_quality_stack.py::DQSRiskState,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F6B5F7A0A680,Frontend Fields Api,CLUSTER-4AE80B870122ACCA,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,backend/app/ndsp_governance/frontend_fields_api.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-B89CF4208B10,Grade From Score,CLUSTER-0412272E609423D6,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,backend/app/support_layers/quality/decision_quality_stack.py::_grade_from_score,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-C32C78AB47B0,Ndsp Admin Ui Proxy,CLUSTER-78C95988F325EF45,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-3A5ED3DB0C0D,Risk Label,CLUSTER-23D620B64D4FFE61,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,backend/app/support_layers/scenario/scenario_engine.py::_risk_label,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-98156F574B28,Risk Warnings,CLUSTER-A8307409A045A817,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,backend/app/support_layers/scenario/scenario_engine.py::_risk_warnings,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-C84121300635,Tdl V2 Policy Admin,CLUSTER-5B9DAFE475C08AEA,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-governance-bridge.service,LOW,true,false
CAP-4FF90CCC6DFE,Tdl V2 Policy Admin,CLUSTER-7F849E4490C35BB1,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-governance-bridge.service,LOW,true,false
CAP-93DD0F3859D4,Tdl V2 Policy Admin,CLUSTER-93E3BBEA8F0A76F6,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-governance-bridge.service,LOW,true,false
CAP-8A9DD9B6E7D5,Tdl V2 Policy Admin,CLUSTER-97466F763D9BD9E5,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-governance-bridge.service,LOW,true,false
CAP-AA4ECF6DF3F8,Tdl V2 Policy Admin,CLUSTER-C303E36D3C1776CA,OWNER_UNASSIGNED,P2_MEDIUM,QUALITY_AND_RISK,Decision quality and risk controls,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-governance-bridge.service,LOW,true,false
CAP-805630C7C819,Attach Report,CLUSTER-1A1DF77772C7862E,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::attach_report,LOCAL_ONLY_OR_MODIFIED,EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION,ndsp-scenario-levels-adapter.service,SYSTEMD_RUNTIME_MATCH,RUNTIME_SOURCE_MATCH:{ path=/usr/bin/node ; argv[]=/usr/bin/node /home/nawaf511/empire-core-new/backend/ndsp_scenario_levels_adapter.cjs ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },HIGH,true,false
CAP-9BE0DE3ADC89,Generate Report,CLUSTER-BC5304F5A464794E,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::generate_report,LOCAL_ONLY_OR_MODIFIED,EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION,ndsp-scenario-levels-adapter.service,SYSTEMD_RUNTIME_MATCH,RUNTIME_SOURCE_MATCH:{ path=/usr/bin/node ; argv[]=/usr/bin/node /home/nawaf511/empire-core-new/backend/ndsp_scenario_levels_adapter.cjs ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },HIGH,true,false
CAP-552A04A27A0F,Scenario Report,CLUSTER-1BD5A59391679254,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::ScenarioReport,LOCAL_ONLY_OR_MODIFIED,EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION,ndsp-scenario-levels-adapter.service,SYSTEMD_RUNTIME_MATCH,RUNTIME_SOURCE_MATCH:{ path=/usr/bin/node ; argv[]=/usr/bin/node /home/nawaf511/empire-core-new/backend/ndsp_scenario_levels_adapter.cjs ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },HIGH,true,false
CAP-70F625B28F63,Alert Prefs Post,CLUSTER-5C8A28CB4849CE41,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py::alert_prefs_post,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-C250957D114F,Frontend Contract,CLUSTER-0AB1FDCBBD5FA5E8,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-BD19C45FECD0,Frontend Contract,CLUSTER-75F9D184F9AFE542,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-D8194AB79967,Frontend Contract,CLUSTER-A10391D6225F56E7,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-8BFCC7DDCBE0,Frontend Contract,CLUSTER-A84405A7F2E6BD0A,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F402D935EFF7,Frontend Contract,CLUSTER-B9068B4DD1E0C3BC,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-10D53C6D7918,Frontend Contract,CLUSTER-CAAF3729109106A9,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-9F3B6AAA223B,Frontend Contract,CLUSTER-DA5230BF722A7C44,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-C514A0947E28,Frontend Contract,CLUSTER-FBE574887ED479BC,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F142BF636522,Ndsp Admin Ui Proxy,CLUSTER-5792A265FF46E0D7,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-513B295710F5,Ndsp Admin Ui Proxy,CLUSTER-6A45450BC66CD8D3,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-70C19D24087E,Ndsp Nowpayments,CLUSTER-3373CEFA77A50B27,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-7AF5F3CAE976,Ndsp Nowpayments,CLUSTER-9D13ADEF1E509D68,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-29DCBEF0D49C,Ndsp Nowpayments,CLUSTER-D7C6C05092448016,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-DBE4CDD3AB94,Ndsp Nowpayments,CLUSTER-FFA7F6F8B9033F4B,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-461745E841AB,Ndsp Trial Info,CLUSTER-E25552D956180A16,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_trial_info.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-329C5FE62399,Nowpayments Create Alias,CLUSTER-04AE942A6CCB8C5A,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/nowpayments_create_alias.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-4C3B7B99A4A6,Nowpayments Create Alias,CLUSTER-3B2119F427ED870D,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/nowpayments_create_alias.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-033B90B3A316,Nowpayments Create Alias,CLUSTER-979F2906008108BE,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/nowpayments_create_alias.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-EDF3F96EC14B,User Operational Compat,CLUSTER-12CE9BAE31EA4CB2,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-9EAA6B9BF2BC,User Operational Compat,CLUSTER-5E9DA9DE4B7D094A,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F197D783C391,User Operational Compat,CLUSTER-7845464071C28F4D,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-5F34508D1D07,User Operational Compat,CLUSTER-955B64BDFA938A5B,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-3F9549B2B851,User Operational Compat,CLUSTER-AB4D236F021BB367,OWNER_UNASSIGNED,P2_MEDIUM,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F150D0BAA604,Frontend Contract,CLUSTER-2BF08E118E2502DD,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-E9D779AE5200,Frontend Contract,CLUSTER-439BB6D39BC81D2B,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-071618E88E83,Frontend Contract,CLUSTER-8E2FC46606546F23,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-4FCAA631BA18,Ndsp Admin Actions Bypass Old Middleware,CLUSTER-8F243050068688C8,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,backend/ndsp_admin_actions_bypass_old_middleware.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-24BDA2A0DD8B,Ndsp Admin Ui Proxy,CLUSTER-9BB860E906E5F008,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,CLUSTER-0328C106FF332C89,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-B2ADCE8E14C1,Ndsp User Portal Final Experience V1 One Script,CLUSTER-14E241D47ACC5CBA,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-AD97D3157EBD,Ndsp User Portal Final Experience V1 One Script,CLUSTER-FDBEF33E2C765F1C,OWNER_UNASSIGNED,P3_OWNER,ADMIN_USERS,Admin user management,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-0CE111E47411,Frontend Contract,CLUSTER-328257E93FCC054C,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-538A80545E29,Frontend Contract,CLUSTER-67635868736B0665,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-931E56E35D55,Frontend Contract,CLUSTER-ABFFD4E1F0B0E15D,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-8BCDCDA9FCED,Frontend Contract,CLUSTER-F3A2BBEC8AF03293,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F0AA44F7E81A,Frontend Contract,CLUSTER-F9493910881613CF,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-A61CF5BBAA01,Ndsp Admin Ui Proxy,CLUSTER-F62343BD134E1900,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-E4980A40032A,Ndsp User Portal Final Experience V1 One Script,CLUSTER-322DC710CFDB962B,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-A194414E26E2,Telegram Routing Admin,CLUSTER-5E7C7AD2F1B4282A,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_admin.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-EC53447FDEFA,Telegram Routing Internal,CLUSTER-C427B922BB471395,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/internal/telegram_routing_internal.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-45BEE5E5B9D6,Telegram Routing V2,CLUSTER-20B55F2AD6D04BE8,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_v2.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-8CF43007F5CD,Telegram Routing V2,CLUSTER-631F0C2197AF7D5E,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_v2.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-22453668AACA,Telegram Routing V2,CLUSTER-7221689E4834C98E,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_v2.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-BC09A0EB4549,User Operational Compat,CLUSTER-192665335C34E13D,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-48F24BF885D7,User Operational Compat,CLUSTER-418471406315AE70,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
